Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_PROTEIN_HETEROTETRAMERIZATION	53	22	4.3772709947318425e-20	2.9248128919344584e-17	LRP4:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_HETEROTETRAMERIZATION
GO_bp	GO_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	78	25	2.106837889331355e-19	1.2904382072154548e-16	PRMT1:EP300:MEF2C:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:KMT2E	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION
GO_bp	GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	129	29	1.3592356380543324e-17	7.68490918438411e-15	HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H1E:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H1D:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H1B:HIST1H3I:HIST1H4L:HIST1H3J:TRIM27:PHF1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC
GO_bp	GO_MEGAKARYOCYTE_DIFFERENTIATION	93	25	2.4332515364242206e-17	1.2774570566227159e-14	PRMT1:EP300:MEF2C:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:KMT2E	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MEGAKARYOCYTE_DIFFERENTIATION
GO_bp	GO_CHROMATIN_ORGANIZATION_INVOLVED_IN_REGULATION_OF_TRANSCRIPTION	121	27	2.210709790036801e-16	1.0832477971180323e-13	HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H1E:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H1D:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H1B:HIST1H3I:HIST1H4L:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHROMATIN_ORGANIZATION_INVOLVED_IN_REGULATION_OF_TRANSCRIPTION
GO_bp	GO_REGULATION_OF_GENE_SILENCING	149	28	6.7172292516966345e-15	3.0857271874981417e-12	FXR1:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H1E:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H1D:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H1B:HIST1H3I:HIST1H4L:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_GENE_SILENCING
GO_bp	GO_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	18	12	7.75207248359637e-15	3.3516313384960776e-12	PRMT1:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:HIST1H4I:HIST1H4J:HIST1H4K:HIST1H4L	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION
GO_bp	GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	1040	79	2.3182694534281124e-14	9.06447032531387e-12	RC3H1:CKAP5:DDB2:CLP1:ARPC3:CHRNA3:EFTUD1:FES:CNOT1:CENPT:DDX28:PRMT7:ATPAF2:TCF4:NDUFA13:SF3B1:HSPD1:CENPM:NDUFA6:TWF2:DNAH1:PRKCD:NCK1:CCDC39:LRRC16A:HIST1H2BA:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H2BC:HIST1H1E:HIST1H2BD:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H1D:HIST1H4F:HIST1H4G:HIST1H3F:HIST1H2BH:HIST1H3G:HIST1H2BI:HIST1H4H:ABT1:HIST1H2BJ:HIST1H2BK:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H2BN:HIST1H1B:HIST1H3I:HIST1H4L:HIST1H3J:HIST1H2BO:TRIM27:PFDN6:TAPBP:DAXX:UQCC2:SNAP91:SRPK2:IMMP2L:CLU:BAG4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY
GO_bp	GO_PROTEIN_HETEROOLIGOMERIZATION	133	26	2.3431964106253544e-14	9.06447032531387e-12	LRP4:CHRNB4:CTNNA1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:ITPR3:CHRNA2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_HETEROOLIGOMERIZATION
GO_bp	GO_PROTEIN_TETRAMERIZATION	160	27	3.144647396386383e-13	1.1556579181719958e-10	LRP4:SHMT2:ALDOA:SRR:HCN1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:ME1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_TETRAMERIZATION
GO_bp	GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	322	38	6.324580766062207e-13	2.2136032681217723e-10	PCGF6:CLP1:CNOT1:PRMT7:SF3B1:GIGYF2:EP300:ZC3H7B:FXR1:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H1E:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H1D:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H1B:HIST1H3I:HIST1H4L:HIST1H3J:TRIM27:PHF1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC
GO_bp	GO_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING	112	22	2.133082640141203e-12	7.12643518410811e-10	FXR1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING
GO_bp	GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	242	31	1.0567930177805343e-11	3.37714290464649e-09	ARNT:FSHB:FES:PRKCB:PRMT1:EP300:FOXP1:MEF2C:HSPA9:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:KMT2E	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION
GO_bp	GO_GENE_SILENCING_BY_RNA	179	26	2.9490789583071506e-11	9.031554309815649e-09	CLP1:TDRD9:CNOT1:ZC3H7B:FXR1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_GENE_SILENCING_BY_RNA
GO_bp	GO_TELOMERE_ORGANIZATION	173	25	7.950586886138419e-11	2.3374725445246953e-08	XRCC3:MAPK3:SMG6:GNL3:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TELOMERE_ORGANIZATION
GO_bp	GO_HISTONE_EXCHANGE	58	15	1.128868576302169e-10	3.1912246291619005e-08	ANP32E:CENPT:CENPM:HIST1H2BA:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:HIST1H4I:HIST1H4J:HIST1H4K:HIST1H4L	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_HISTONE_EXCHANGE
GO_bp	GO_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	1806	101	5.836379685314122e-10	1.5575371083223588e-07	RC3H1:CKAP5:LRP4:DDB2:CLP1:KAT5:SHMT2:ARPC3:CHRNA3:CHRNB4:EFTUD1:FES:KCTD13:ALDOA:MAPK3:CNOT1:CENPT:LCAT:DDX28:SLC7A6:PRMT7:SMPD3:SRR:ATPAF2:TCF4:NDUFA13:PRMT1:SF3B1:HSPD1:CUL3:EP300:CENPM:NDUFA6:TWF2:DNAH1:PRKCD:NCK1:CCDC39:HCN1:CTNNA1:GRIA1:LRRC16A:HIST1H2BA:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H1C:HFE:HIST1H4C:HIST1H1T:HIST1H2BC:HIST1H1E:HIST1H2BD:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H1D:HIST1H4F:HIST1H4G:HIST1H3F:HIST1H2BH:HIST1H3G:HIST1H2BI:HIST1H4H:ABT1:HIST1H2BJ:HIST1H2BK:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H2BN:HIST1H1B:HIST1H3I:HIST1H4L:HIST1H3J:HIST1H2BO:TRIM27:PFDN6:TAPBP:DAXX:ITPR3:UQCC2:ME1:SNAP91:MPP6:SRPK2:IMMP2L:CHRNA2:CLU:BAG4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY
GO_bp	GO_CHROMATIN_REMODELING_AT_CENTROMERE	46	13	5.933474698370891e-10	1.5575371083223588e-07	CENPT:CENPM:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:HIST1H4I:HIST1H4J:HIST1H4K:HIST1H4L	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHROMATIN_REMODELING_AT_CENTROMERE
GO_bp	GO_ATP_DEPENDENT_CHROMATIN_REMODELING	81	16	2.019482084030776e-09	5.118342523319381e-07	ANP32E:CENPT:CENPM:PBRM1:HIST1H2BA:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:HIST1H4I:HIST1H4J:HIST1H4K:HIST1H4L	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ATP_DEPENDENT_CHROMATIN_REMODELING
GO_bp	GO_CENTROMERE_COMPLEX_ASSEMBLY	54	13	5.181000174524329e-09	1.2693450427584604e-06	CENPT:CENPM:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:HIST1H4I:HIST1H4J:HIST1H4K:HIST1H4L	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CENTROMERE_COMPLEX_ASSEMBLY
GO_bp	GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION	55	13	6.600028272721969e-09	1.5159439938908273e-06	CENPT:CENPM:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:HIST1H4I:HIST1H4J:HIST1H4K:HIST1H4L	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION
GO_bp	GO_TELOMERE_CAPPING	55	13	6.600028272721969e-09	1.5159439938908273e-06	MAPK3:SMG6:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:HIST1H4I:HIST1H4J:HIST1H4K:HIST1H4L	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TELOMERE_CAPPING
GO_bp	GO_INTERLEUKIN_7_MEDIATED_SIGNALING_PATHWAY	30	10	9.83231684786673e-09	2.1899251161157717e-06	HIST1H3A:HIST1H3B:HIST1H3C:HIST1H3D:HIST1H3E:HIST1H3F:HIST1H3G:HIST1H3H:HIST1H3I:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERLEUKIN_7_MEDIATED_SIGNALING_PATHWAY
GO_bp	GO_REGULATION_OF_HEMOPOIESIS	452	37	3.977580307643224e-08	8.405672108517931e-06	ARNT:RC3H1:FSHB:PSMA4:FES:PRKCB:PSMB10:PRMT1:EP300:TLR9:TLR9:PSMD6:FOXP1:MEF2C:HSPA9:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:BTN2A2:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:KMT2E	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_HEMOPOIESIS
GO_bp	GO_CHROMATIN_REMODELING	169	21	4.002701004056158e-08	8.405672108517931e-06	RERE:KDM4A:ANP32E:INO80E:CENPT:SATB2:CENPM:PBRM1:HIST1H2BA:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:HIST1H4I:HIST1H4J:HIST1H4K:HIST1H4L:DAXX	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHROMATIN_REMODELING
GO_bp	GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	580	42	1.512453479062579e-07	3.0372756392452294e-05	DPH2:RC3H1:CLP1:SHMT2:IREB2:PSMA4:CPEB1:MAPK3:CNOT1:PSMB10:SMG6:BOLL:GIGYF2:ZC3H7B:PRKCD:PSMD6:NCK1:FXR1:BANK1:ETF1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H4I:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:UQCC2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION
