Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	Mean arterial pressure	131	70	1.2561798399768325e-65	5.699916023894878e-63	PRDM16:CASZ1:MTHFR:WNT2B:ST7L:CAPZA1:MOV10:NPR1:AGT:CACNB2:C10orf107:SYNPO2L:CYP2C19:WBP1L:CYP17A1:C10orf32:AS3MT:CNNM2:NT5C2:RPEL1:ADRB1:LSP1:TNNT3:SWAP70:PTPMT1:PCNXL3:ARHGAP42:TMEM133:CERS5:ATP2B1:CUX2:SH2B3:ATXN2:ALDH2:TMEM116:NAA25:HECTD4:PTPN11:LSP1:CYP1A2:CSK:LMAN1L:ULK3:MPI:FURIN:GOSR2:HOXB7:TBX2:C17orf82:RGL3:KCNK3:PDE1A:JPH2:ZNF831:FGD5:NEK10:SLC4A7:MAP4:ZNF589:CACNA1D:MECOM:FGF5:NPR3:PHACTR1:HFE:HIST1H1T:HIST1H2BC:PHIP:HOXA10:NOS3:SVEP1:DBH	
GWAScatalog	Diastolic blood pressure x alcohol consumption interaction (2df test)	72	53	5.286343229786113e-61	1.918942592412359e-58	CASZ1:C1orf167:CLCN6:NPPB:KIAA2013:PLOD1:ST7L:MOV10:AGT:CACNB2:C10orf107:ADO:ADRB1:LSP1:SOX6:PCNXL3:SIPA1:ARHGAP42:TMEM133:HOXC4:HOXC4:POC1B:ATP2B1:SH2B3:ATXN2:BRAP:ALDH2:NAA25:HECTD4:LSP1:SCAMP2:RPP25:FURIN:FES:INSR:KCNK3:PDE1A:ZNF831:NEK10:SLC4A7:ULK4:MECOM:FGF5:GUCY1A3:NPR3:EBF1:HIST1H4C:IRAK1BP1:PLEKHG1:EVX1:NOS3:SGK223:PPP1R3B:TNKS:MSRA:PINX1	
GWAScatalog	Systolic blood pressure x alcohol consumption interaction (2df test)	82	53	4.028418545721217e-56	1.2185966100806683e-53	CASZ1:C1orf167:KIAA2013:MOV10:AGT:CACNB2:C10orf107:AS3MT:ADRB1:LSP1:MRPL23:SOX6:PCNXL3:SIPA1:ARHGAP42:TMEM133:HOXC4:HOXC4:POC1B:ATP2B1:CUX2:SH2B3:ATXN2:BRAP:ALDH2:NAA25:HECTD4:LSP1:LMAN1L:COX5A:RPP25:FURIN:FES:INSR:KCNK3:ZNF831:NEK10:SLC4A7:MECOM:FGF5:GUCY1A3:NPR3:EBF1:PLEKHG1:EVX1:NOS3:SGK223:PPP1R3B:TNKS:MSRA:RP1L1:PINX1:XKR6:C8orf12:GATA4:NOV	
GWAScatalog	Mean arterial pressure x alcohol consumption interaction (2df test)	57	45	2.2350768928647505e-54	5.795235086499317e-52	CASZ1:CLCN6:NPPB:KIAA2013:ST7L:MOV10:CACNB2:C10orf107:ADRB1:LSP1:MRPL23:SOX6:PCNXL3:SIPA1:ARHGAP42:TMEM133:HOXC4:HOXC4:POC1B:ATP2B1:CUX2:SH2B3:ATXN2:BRAP:ALDH2:NAA25:HECTD4:LSP1:LMAN1L:COX5A:FURIN:FES:INSR:KCNK3:PDE1A:ZNF831:NEK10:SLC4A7:MECOM:FGF5:GUCY1A3:NPR3:EBF1:HIST1H2BC:PLEKHG1:EVX1:RP1L1:PINX1	
GWAScatalog	Medication use (agents acting on the renin-angiotensin system)	131	59	1.1062785832968986e-49	2.509869535854839e-47	PRDM16:CASZ1:CLCN6:WNT2B:AGT:CACNB2:C10orf107:PLCE1:CNNM2:ADRB1:SWAP70:SOX6:MYBPC3:TRIM49B:CNTF:SIPA1:ARHGAP42:TMEM133:HOXC4:HOXC4:SH2B3:PTPN11:ITPKA:CSK:ABHD17C:FES:CFDP1:CRK:GOSR2:BCAS3:INSR:RGL3:MYO9B:KCNK3:THADA:CEP68:JPH2:ZNF831:ZBTB46:VGLL4:CDC25A:CACNA1D:MECOM:FGF5:NPNT:GUCY1A3:CAST:PRDM6:EBF1:HFE:PLEKHG1:HDAC9:PODXL:NOS3:PRKAG2:MFHAS1:MSRA:GATA4:EBF2:PTP4A3:SVEP1	
GWAScatalog	Hypertension	95	46	9.473621633047687e-41	1.91051369599795e-38	CASZ1:WNT2B:CAPZA1:MOV10:CACNB2:PLCE1:WBP1L:CYP17A1:C10orf32:CNNM2:NT5C2:OBFC1:LSP1:TNNT3:SWAP70:SOX6:PTPMT1:ARHGAP42:TMEM133:CERS5:ATP2B1:CUX2:ALDH2:LSP1:FURIN:FES:HOXB7:TBX2:C17orf82:RGL3:KCNK3:ZNF831:FGD5:SLC4A7:CACNA1D:FGF5:NPNT:GUCY1A3:NPR3:EBF1:PHACTR1:HFE:HOXA10:EVX1:MKLN1:PODXL:NOS3:MSRA	
GWAScatalog	Medication use (diuretics)	78	42	7.470589405859684e-40	1.3559119771635325e-37	CASZ1:CLCN6:WNT2B:MOV10:CACNB2:C10orf107:SORCS3:ADRB1:SWAP70:SOX6:SPI1:TRIM49B:OR4A5:OR4A15:ARHGAP42:TMEM133:ATP2B1:SH2B3:PTPN11:CSK:ABHD17C:FES:SLC2A4:BCAS3:SEPT9:INSR:RGL3:KCNK3:JPH2:ZNF831:SLC4A7:CDC25A:MECOM:FGF5:NPNT:GUCY1A3:FBN2:HIST1H4C:PLEKHG1:NOS3:ERI1:MSRA:GATA4	
GWAScatalog	Medication use (calcium channel blockers)	77	40	3.627660147634392e-37	5.985639243596747e-35	CASZ1:MTHFR:WNT2B:CACNB2:C10orf107:PLCE1:AS3MT:SORCS3:SBF2:SOX6:ZFP91:ARHGAP42:TMEM133:HOXC4:HOXC4:ATP2B1:SH2B3:ABHD17C:FES:SHBG:GOSR2:INSR:RGL3:KCNK3:JPH2:ZNF831:MAP4:CACNA1D:MECOM:FGF5:NPNT:GUCY1A3:ERAP1:PRDM6:FBN2:PLEKHG1:NOS3:PRKAG2:MFHAS1:PINX1:NEIL2:SVEP1	
GWAScatalog	Systolic blood pressure (cigarette smoking interaction)	59	36	4.5613708946466124e-37	6.899073478153001e-35	CASZ1:MTHFR:CLCN6:NPPB:AGT:CACNB2:C10orf107:CYP17A1:NT5C2:ADRB1:LSP1:TNNT3:SOX6:SIPA1:ATP2B1:SH2B3:ATXN2:LSP1:CSK:ULK3:FURIN:FES:INSR:KCNK3:JAG1:ZNF831:SLC4A7:MECOM:FGF5:ARHGAP24:NPR3:EBF1:HFE:PLEKHG1:NOS3:BLK:GATA4	
GWAScatalog	Diastolic blood pressure (cigarette smoking interaction)	55	35	5.1004080483794836e-37	7.120954313699049e-35	CASZ1:MTHFR:CLCN6:NPPB:AGT:CACNB2:C10orf107:CYP17A1:NT5C2:ADRB1:LSP1:TNNT3:SOX6:SIPA1:ATP2B1:SH2B3:ATXN2:LSP1:CSK:ULK3:FURIN:FES:INSR:KCNK3:JAG1:ZNF831:SLC4A7:MECOM:FGF5:NPR3:EBF1:HFE:PLEKHG1:NOS3:BLK:GATA4	
GWAScatalog	Diastolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test)	34	28	3.479507637435558e-35	3.9470664762159614e-33	CASZ1:MTHFR:CLCN6:KIAA2013:C10orf107:ADRB1:PCNXL3:SIPA1:ARHGAP42:TMEM133:ATP2B1:ATXN2:BRAP:ALDH2:HECTD4:CSK:COX5A:FURIN:FES:KCNK3:ZNF831:ULK4:MECOM:FGF5:GUCY1A3:NPR3:HIST1H4C:PLEKHG1:EVX1	
GWAScatalog	Mean arterial pressure x alcohol consumption (light vs heavy) interaction (2df test)	34	28	3.479507637435558e-35	3.9470664762159614e-33	CASZ1:CLCN6:C10orf107:ADRB1:PCNXL3:SIPA1:ARHGAP42:TMEM133:HOXC4:HOXC4:ATP2B1:SH2B3:BRAP:CSK:LMAN1L:FES:KCNK3:ZNF831:SLC4A7:MECOM:FGF5:GUCY1A3:NPR3:EBF1:HIST1H4C:PLEKHG1:EVX1:MSRA:RP1L1:XKR6	
GWAScatalog	Systolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test)	34	28	3.479507637435558e-35	3.9470664762159614e-33	CASZ1:CLCN6:CACNB2:ADRB1:LSP1:SOX6:PCNXL3:SIPA1:HOXC4:HOXC4:ATP2B1:SH2B3:LSP1:CSK:LMAN1L:COX5A:FURIN:KCNK3:SLC4A7:MECOM:FGF5:NPR3:EBF1:PLEKHG1:EVX1:SGK223:MSRA:RP1L1:XKR6:FAM167A	
GWAScatalog	Alzheimer's disease or fasting glucose levels (pleiotropy)	45	30	8.032245759507465e-33	8.575603560885911e-31	ATG13:ARHGAP1:ZNF408:F2:CKAP5:LRP4:C11orf49:ARFGAP2:PACSIN3:DDB2:ACP2:NR1H3:MADD:MYBPC3:SPI1:SLC39A13:PSMC3:RAPSN:CELF1:NDUFS3:PTPMT1:KBTBD4:KBTBD4:FAM180B:C1QTNF4:MTCH2:AGBL2:FNBP4:NUP160:PTPRJ:OR4S1	
GWAScatalog	Blood pressure	90	38	4.947924771618194e-31	4.989157478048346e-29	CASZ1:MTHFR:NPPB:ST7L:CAPZA1:MOV10:CACNB2:C10orf107:CYP17A1:AS3MT:CNNM2:NT5C2:ADRB1:ADM:SOX6:POC1B:ATP2B1:ATXN2:ALDH2:RPL6:PTPN11:CSK:FES:GOSR2:JAG1:SLC4A7:ULK4:MAP4:MECOM:FGF5:GUCY1A3:NPR3:EBF1:PHACTR1:HFE:PLEKHG1:EVX1:NOV	
GWAScatalog	Neuroticism	138	45	9.990744868153365e-31	9.54379049247282e-29	SBF2:ADM:SOX6:DDB2:ACP2:NR1H3:MADD:MYBPC3:SPI1:SLC39A13:PSMC3:RAPSN:CELF1:NDUFS3:PTPMT1:KBTBD4:KBTBD4:FAM180B:C1QTNF4:MTCH2:AGBL2:FNBP4:NUP160:SERPING1:YPEL4:CLP1:ZDHHC5:MED19:TMX2:C11orf31:BTBD18:CTNND1:HEXIM1:ARHGAP27:PLEKHM1:CRHR1:SPPL2C:MAPT:STH:KANSL1:SGK223:CLDN23:MFHAS1:ERI1:PPP1R3B:XKR6	
GWAScatalog	General factor of neuroticism	78	35	8.315191298881686e-30	7.5460361037351295e-28	SORCS3:SOX6:ARFGAP2:MADD:RAPSN:AGBL2:ZDHHC5:NCAM1:ARHGAP27:CRHR1:MAPT:KANSL1:NSF:WNT3:QRICH1:FBXL17:SGK223:CLDN23:MFHAS1:ERI1:PPP1R3B:MSRA:PRSS55:RP1L1:SOX7:SOX7:PINX1:XKR6:MTMR9:C8orf12:FAM167A:BLK:GATA4:C8orf49:FDFT1:DEFB135	
GWAScatalog	Systolic blood pressure x smoking status (ever vs never) interaction (2df test)	87	35	8.509409262665709e-28	7.354560862732506e-26	MTHFR:CLCN6:NPPA:NPPB:WNT2B:ADRB1:LSP1:TNNT3:POC1B:ATP2B1:FAM109A:SH2B3:ATXN2:PTPN11:LSP1:ULK3:SCAMP2:MPI:COX5A:CFDP1:SLC2A4:TNFSF12:TNFSF13:SLC4A7:HFE:SGK223:MFHAS1:ERI1:PPP1R3B:TNKS:MSRA:SOX7:SOX7:PINX1:C8orf12:FAM167A:BLK	
GWAScatalog	Systolic blood pressure x smoking status (current vs non-current) interaction (2df test)	104	36	7.532685074848053e-26	6.214465186749643e-24	MTHFR:CLCN6:NPPA:NPPB:WNT2B:ADRB1:LSP1:TNNT3:POC1B:ATP2B1:FAM109A:SH2B3:ATXN2:PTPN11:LSP1:ULK3:SCAMP2:MPI:COX5A:CFDP1:SLC2A4:TNFSF12:TNFSF13:SLC4A7:HFE:SGK223:MFHAS1:ERI1:PPP1R3B:TNKS:MSRA:SOX7:SOX7:PINX1:C8orf12:FAM167A:BLK:EBF2	
GWAScatalog	Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)	85	33	1.1168546498286304e-25	8.813439954082452e-24	MTHFR:CLCN6:NPPA:NPPB:WNT2B:ADRB1:LSP1:TNNT3:POC1B:ATP2B1:FAM109A:SH2B3:ATXN2:PTPN11:LSP1:ULK3:SCAMP2:MPI:COX5A:CFDP1:SLC2A4:TNFSF12:TNFSF13:SLC4A7:HFE:SGK223:MFHAS1:ERI1:PPP1R3B:TNKS:MSRA:SOX7:SOX7:PINX1:EBF2	
GWAScatalog	Pulse pressure x alcohol consumption interaction (2df test)	42	24	3.952805421126129e-24	2.989309099726635e-22	CASZ1:C1orf167:CLCN6:NPPB:CACNB2:AS3MT:LSP1:TNNT3:ADAMTS8:HOXC4:HOXC4:ATP2B1:LSP1:FES:KCNK3:NEK10:SLC4A7:ULK4:TRAK1:FGF5:NPR3:EBF1:SGK223:TNKS:MSRA:NOV	
GWAScatalog	Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test)	98	33	2.3370798774018265e-23	1.696719990993726e-21	MTHFR:CLCN6:NPPA:NPPB:WNT2B:ADRB1:LSP1:TNNT3:POC1B:ATP2B1:FAM109A:SH2B3:ATXN2:PTPN11:LSP1:ULK3:SCAMP2:MPI:COX5A:CFDP1:SLC2A4:TNFSF12:TNFSF13:SLC4A7:HFE:SGK223:MFHAS1:ERI1:PPP1R3B:TNKS:MSRA:SOX7:SOX7:PINX1:EBF2	
GWAScatalog	Medication use (beta blocking agents)	41	22	2.1175981430239397e-21	1.478246395995558e-19	CASZ1:CLCN6:WNT2B:CACNB2:C10orf107:LSP1:SOX6:ARHGAP42:TMEM133:SH2B3:PTPN11:LSP1:CSK:FES:INSR:RGL3:KCNK3:THADA:ZNF831:SLC4A7:CDC25A:FGF5:FBN2:NOS3	
GWAScatalog	Coronary artery disease	418	62	2.6071734355066267e-21	1.75259992053501e-19	PRDM16:MTHFR:CLCN6:PKN2:AGT:PLCE1:CYP17A1:C10orf32:C10orf32-ASMT:AS3MT:CNNM2:NT5C2:OBFC1:SWAP70:SOX6:MAP3K11:PCNXL3:ARHGAP42:TMEM133:CWF19L2:ST3GAL4:ATP2B1:SH2B3:ATXN2:NAA25:RTF1:ITPKA:FURIN:FES:TXNL4B:CFDP1:SMG6:GOSR2:BCAS3:TBX2:SWSAP1:EPOR:RGL3:MYO9B:ADCY3:THADA:FN1:ZBTB46:FGD5:CDC25A:QRICH1:QARS:RHOA:TCTA:AMT:ITGB5:FGF5:ZNF827:GUCY1A3:PRDM6:PHACTR1:FHL5:PLEKHG1:FNDC1:HDAC9:TWIST1:NOS3:SVEP1	
GWAScatalog	Ulcerative colitis	362	57	6.080019205415836e-21	3.9411553063677645e-19	ACAP3:PUSL1:CPSF3L:GLTPD1:TAS1R3:DVL1:MXRA8:AURKAIP1:CCNL2:RP4-758J18.2:MRPL20:SGIP1:ADO:LSP1:OR5B2:OR5B21:LPXN:ZFP91:ZFP91-CNTF:CNTF:GLYAT:LSP1:INO80:EXD1:CHP1:OIP5:NUSAP1:NDUFAF1:RTF1:ITPKA:HEXIM1:ZBTB46:CELSR3:NCKIPSD:IP6K2:ARIH2:WDR6:DALRD3:NDUFAF3:IMPDH2:QRICH1:QARS:USP19:LAMB2:CCDC36:USP4:RHOA:TCTA:AMT:NICN1:DAG1:BSN:RNF123:AMIGO3:GMPPB:IP6K1:UBA7:HDAC9	
GWAScatalog	Autism spectrum disorder or schizophrenia	474	63	3.9240574817321256e-19	2.4559187342564857e-17	SLC45A1:RERE:CACNB2:NSUN6:SFXN2:WBP1L:CYP17A1:C10orf32:C10orf32-ASMT:AS3MT:CNNM2:NT5C2:RPEL1:INA:PCGF6:TAF5:USMG5:PDCD11:ATG13:ARHGAP1:ZNF408:F2:CKAP5:LRP4:C11orf49:ARFGAP2:PACSIN3:DDB2:ACP2:NR1H3:MADD:MYBPC3:SERPING1:YPEL4:CLP1:ZDHHC5:MED19:TMX2:TMX2-CTNND1:C11orf31:BTBD18:CTNND1:FURIN:FES:SMG6:SRR:HEXIM1:PHACTR1:TRIM38:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2AB:HIST1H2BB:HIST1H3C:HFE:HIST1H4C:HIST1H1T:HIST1H2BC:HIST1H2AC:TSNARE1	
GWAScatalog	Mood instability	61	23	5.972620233865488e-18	3.61343524148862e-16	SORCS3:LRP4:NR1H3:RAPSN:NDUFS3:PTPMT1:KBTBD4:KBTBD4:MTCH2:NCAM1:CRHR1:MAPT:WNT3:NDUFAF3:QARS:LAMB2:CCDC36:RHOA:NICN1:DAG1:BSN:AMIGO3:CLDN23:MFHAS1	
GWAScatalog	Intraocular pressure	346	51	1.36191822882049e-17	7.973811565513513e-16	MXRA8:AURKAIP1:HIVEP3:PKN2:GTF2B:ST7L:CAPZA1:SH3PXD2A:F2:LRP4:C11orf49:NR1H3:MYBPC3:SPI1:PSMC3:RAPSN:AGBL2:NUP160:PTPRJ:OR4C5:OR4A47:TRIM49B:FOLH1:OR4C13:OR4A5:OR4C46:TRIM48:OR4A15:OR4C15:OR8H3:OR5J2:OR5T2:ADAMTS8:ATXN2:FERMT2:IL34:BANP:CRK:SMG6:NSF:WNT3:WNT9B:BCAS3:SEPT9:THADA:HDLBP:MECOM:FBXL17:FER:FBN2:PRKAG2	
GWAScatalog	Sleep duration (short sleep)	94	26	2.6947491035231428e-16	1.5284280071545328e-14	PSMC3:RAPSN:CELF1:NDUFS3:KBTBD4:KBTBD4:C1QTNF4:MTCH2:AGBL2:FNBP4:NUP160:PTPRJ:USP4:RHOA:TCTA:AMT:NICN1:DAG1:BSN:RNF123:AMIGO3:GMPPB:IP6K1:FAM212A:UBA7:TRAIP:CAMKV	
