Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	266	45	1.4884268623865185e-12	9.945397671400828e-10	ARID1A:SPTY2D1:MED6:TP53:SMARCA4:ERCC2:RBX1:HIST1H2BA:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H2BC:HIST1H2BD:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H1D:HIST1H4F:HIST1H4G:HIST1H3F:HIST1H2BH:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H2BK:HIST1H3H:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3J:HIST1H2BO:TSPYL4:TSPYL1:SET	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION
GO_bp	GO_PROTEIN_CONTAINING_COMPLEX_REMODELING	29	15	1.6647530838249403e-12	1.019661263842776e-09	APOA5:APOA4:APOC3:APOA1:LIPC:CETP:ABCA5:LIPG:APOE:APOC1:APOC2:APOB:PLTP:LPA:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_CONTAINING_COMPLEX_REMODELING
GO_bp	GO_FLAVONOID_GLUCURONIDATION	9	9	2.443085191457376e-12	1.381282781323978e-09	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_FLAVONOID_GLUCURONIDATION
GO_bp	GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	49	18	1.3948547238484981e-11	7.322987300204615e-09	APOA5:APOA4:APOC3:APOA1:LIPC:CETP:ABCA5:LIPG:APOE:APOC1:APOC4:APOC2:APOB:PLTP:MTTP:LPA:LPL:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION
GO_bp	GO_REVERSE_CHOLESTEROL_TRANSPORT	16	11	2.1848057092722278e-11	1.0036451226969297e-08	APOA5:APOA4:APOC3:APOA1:LIPC:CETP:ABCA5:LIPG:APOE:APOC2:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REVERSE_CHOLESTEROL_TRANSPORT
GO_bp	GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	16	11	2.1848057092722278e-11	1.0036451226969297e-08	APOA4:APOC3:APOA1:LIPC:CETP:ABCA5:LIPG:APOE:APOC1:APOC2:PLTP	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING
GO_bp	GO_REGULATION_OF_STEROL_TRANSPORT	45	17	3.057089482079353e-11	1.2624227645348103e-08	LDLRAP1:PCSK9:APOA5:APOA4:APOC3:APOA1:CETP:GPS2:LIPG:APOE:APOC1:APOC2:ABCG5:ABCG8:PLTP:PPARG:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_STEROL_TRANSPORT
GO_bp	GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_REMODELING	13	10	3.091647586615862e-11	1.2624227645348103e-08	APOA5:APOA4:APOC3:APOA1:LIPC:CETP:APOE:APOC2:APOB:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_REMODELING
GO_bp	GO_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY	21	12	6.168049362721926e-11	2.357257087553865e-08	ANGPTL3:SORT1:APOA5:APOA4:APOC3:LIPC:APOH:C19orf80:APOC1:APOC2:LPL:PCSK5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY
GO_bp	GO_PROTEIN_HETEROTETRAMERIZATION	53	18	6.414305000146571e-11	2.357257087553865e-08	HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_HETEROTETRAMERIZATION
GO_bp	GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	11	9	1.2231760517298438e-10	4.086519991006523e-08	APOA5:APOA4:APOC3:APOA1:LIPC:CETP:APOE:APOC2:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING
GO_bp	GO_XENOBIOTIC_GLUCURONIDATION	11	9	1.2231760517298438e-10	4.086519991006523e-08	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_XENOBIOTIC_GLUCURONIDATION
GO_bp	GO_STEROL_TRANSPORT	93	23	2.133292664883849e-10	6.817261342128822e-08	LDLRAP1:PCSK9:APOA5:APOA4:APOC3:APOA1:LIMA1:LIPC:CETP:GPS2:ABCA5:LIPG:LDLR:APOE:APOC1:APOC2:APOB:ABCG5:ABCG8:PLTP:PPARG:NPC1L1:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_STEROL_TRANSPORT
GO_bp	GO_ACYLGLYCEROL_HOMEOSTASIS	33	14	2.7250509407765333e-10	8.345468506128134e-08	ANGPTL3:APOA5:APOA4:APOC3:APOA1:LIPC:CETP:C19orf80:APOE:APOC4:APOC2:GCKR:HNF4A:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ACYLGLYCEROL_HOMEOSTASIS
GO_bp	GO_FLAVONOID_METABOLIC_PROCESS	15	10	2.952771552869437e-10	8.681148365436146e-08	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:POR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_FLAVONOID_METABOLIC_PROCESS
GO_bp	GO_CHOLESTEROL_EFFLUX	40	15	5.060853443328066e-10	1.4306643387869724e-07	APOA5:APOA4:APOC3:APOA1:CETP:GPS2:ABCA5:APOE:APOC1:APOC2:APOB:ABCG5:ABCG8:PLTP:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHOLESTEROL_EFFLUX
GO_bp	GO_NEUTRAL_LIPID_METABOLIC_PROCESS	118	25	1.204426129408274e-09	3.2787155745003016e-07	PCSK9:GPAM:APOA5:APOA4:APOC3:APOA1:PTPN11:LIPC:CETP:CTDNEP1:APOH:PGS1:LDLR:APOE:APOC1:APOC2:FGF21:APOB:INSIG2:LPIN3:ABHD6:SLC22A4:DAGLB:AGPAT5:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEUTRAL_LIPID_METABOLIC_PROCESS
GO_bp	GO_STEROL_METABOLIC_PROCESS	95	22	2.0202415489486015e-09	5.303134065990079e-07	LDLRAP1:PCSK9:ANGPTL3:CYP26C1:CYP26A1:ERLIN1:APOA4:APOA1:LIMA1:LIPC:CETP:ACADVL:FDX1L:LDLR:APOE:APOC1:SULT2B1:APOB:PPARD:CYP7A1:VLDLR:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_STEROL_METABOLIC_PROCESS
GO_bp	GO_REGULATION_OF_LIPID_LOCALIZATION	134	26	4.107569595121007e-09	1.0410564318668759e-06	LDLRAP1:PCSK9:APOA5:APOA4:APOC3:APOA1:PTPN11:FTO:CETP:GPS2:ITGB3:ITGB3:MAP2K6:LIPG:APOE:APOC1:APOC4:APOC2:APOB:UCN:ABCG5:ABCG8:PLTP:PPARG:PPARD:LPL:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LIPID_LOCALIZATION
GO_bp	GO_LIPOPROTEIN_METABOLIC_PROCESS	28	12	4.564121533598841e-09	1.118209775731716e-06	PCSK9:APOA5:APOA4:APOC3:APOA1:ITGB3:ITGB3:LIPG:C19orf80:APOE:APOC1:MTTP:NPC1L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LIPOPROTEIN_METABOLIC_PROCESS
GO_bp	GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	53	16	5.26205049938539e-09	1.2476151990478263e-06	LDLRAP1:PCSK9:APOC3:APOA1:LIPC:CSK:LIPG:LDLR:APOE:APOC1:APOC4:APOC2:FGF21:APOB:MYLIP:VLDLR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE
GO_bp	GO_URONIC_ACID_METABOLIC_PROCESS	19	10	7.516886497578635e-09	1.694868823402558e-06	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_URONIC_ACID_METABOLIC_PROCESS
GO_bp	GO_MEGAKARYOCYTE_DIFFERENTIATION	93	21	7.609615125480873e-09	1.694868823402558e-06	PRMT6:PTPN11:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3J:CDKN2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MEGAKARYOCYTE_DIFFERENTIATION
GO_bp	GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	129	25	8.353378943344107e-09	1.8058039774582114e-06	ARID1A:DNMT1:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H1D:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3J:TRIM27	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC
GO_bp	GO_CHROMATIN_ORGANIZATION_INVOLVED_IN_REGULATION_OF_TRANSCRIPTION	121	24	1.0267942491165742e-08	2.116430810067853e-06	ARID1A:DNMT1:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H1D:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHROMATIN_ORGANIZATION_INVOLVED_IN_REGULATION_OF_TRANSCRIPTION
GO_bp	GO_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	78	19	1.0366191722781322e-08	2.116430810067853e-06	PRMT6:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION
GO_bp	GO_PHOSPHOLIPID_EFFLUX	12	8	1.9671238318634188e-08	3.907664909242197e-06	APOA5:APOA4:APOC3:APOA1:APOE:APOC1:APOC2:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PHOSPHOLIPID_EFFLUX
GO_bp	GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_CLEARANCE	9	7	3.0755012781593356e-08	5.6512335986177796e-06	APOC3:LIPC:LDLR:APOE:APOC1:APOC2:APOB	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_CLEARANCE
GO_bp	GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	9	7	3.0755012781593356e-08	5.6512335986177796e-06	APOC3:APOE:APOC1:APOC4:APOC2:APOB:VLDLR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE
GO_bp	GO_CHYLOMICRON_REMODELING	9	7	3.0755012781593356e-08	5.6512335986177796e-06	APOA4:APOC3:APOA1:APOE:APOC2:APOB:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHYLOMICRON_REMODELING
GO_bp	GO_XENOBIOTIC_METABOLIC_PROCESS	110	22	3.583211430200312e-08	6.423561954139584e-06	GSTM4:GSTM2:GSTM1:GSTM3:MARC2:MARC1:CYP26A1:CYP1A2:CYP2A6:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:HNF4A:NR1I2:POR:NAT2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_XENOBIOTIC_METABOLIC_PROCESS
GO_bp	GO_CHROMATIN_ORGANIZATION	758	75	3.916225387302115e-08	6.853394427778702e-06	ARID1A:GFI1:PRMT6:JMJD1C:SPTY2D1:RBM14:PHC1:BRCA2:USP3:TP53:PRKCA:DNMT1:CARM1:SMARCA4:TSSK6:FOXA3:UCN:SUPT7L:BRE:PHF20:TOP1:CHD6:ZNF335:WDR5B:DTX3L:HIST1H2AA:HIST1H2BA:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2AB:HIST1H2BB:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H2BC:HIST1H2AC:HIST1H2BD:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H2AE:HIST1H3E:HIST1H1D:HIST1H4F:HIST1H4G:HIST1H3F:HIST1H2BH:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H2BK:HIST1H2AH:HIST1H3H:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H2AK:HIST1H3J:HIST1H2AM:HIST1H2BO:TSPYL4:TSPYL1:L3MBTL3:ACTL6B:PARP10:CDKN2A:SET	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHROMATIN_ORGANIZATION
GO_bp	GO_REGULATION_OF_GENE_SILENCING	149	26	4.086806556955858e-08	6.985587952005944e-06	TP53:DNMT1:PUM2:PPARG:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H1D:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_GENE_SILENCING
GO_bp	GO_STEROID_METABOLIC_PROCESS	303	40	4.399514794561588e-08	7.349189486369925e-06	LDLRAP1:DHCR24:PCSK9:ANGPTL3:GFI1:CYP26C1:CYP26A1:ERLIN1:GPAM:APOA5:APOA4:APOA1:LIMA1:SERPINA6:LIPC:CETP:ACADVL:KPNB1:FDX1L:LDLR:CYP2A6:APOE:APOC1:SULT2B1:APOB:INSIG2:ABCB11:DHRS9:UGT1A8:UGT1A1:ACOX2:NR1I2:UGT2B17:HMGCR:PPARD:NPC1L1:POR:CYP7A1:VLDLR:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_STEROID_METABOLIC_PROCESS
GO_bp	GO_PROTEIN_HETEROOLIGOMERIZATION	133	24	6.964824697957568e-08	1.137588033999736e-05	STXBP3:HBG2:RIPK3:LIMS1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3J:SCUBE3:TRPS1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_HETEROOLIGOMERIZATION
GO_bp	GO_TELOMERE_CAPPING	55	15	7.238482703312879e-08	1.1412691727035543e-05	MAPKAPK5:XRCC1:ERCC1:RTEL1:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:HIST1H4J:HIST1H4K:MAP3K4:TNKS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TELOMERE_CAPPING
GO_bp	GO_REGULATION_OF_LIPID_TRANSPORT	105	21	7.297911716607763e-08	1.1412691727035543e-05	LDLRAP1:PCSK9:APOA5:APOA4:APOC3:APOA1:PTPN11:CETP:GPS2:ITGB3:ITGB3:MAP2K6:LIPG:APOE:APOC1:APOC2:UCN:ABCG5:ABCG8:PLTP:PPARG:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LIPID_TRANSPORT
GO_bp	GO_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	18	9	7.787413741615633e-08	1.1924477291848939e-05	HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:HIST1H4J:HIST1H4K	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION
GO_bp	GO_CHYLOMICRON_ASSEMBLY	10	7	9.793840496990071e-08	1.4396945530575405e-05	APOA4:APOC3:APOA1:APOE:APOC2:APOB:MTTP	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHYLOMICRON_ASSEMBLY
GO_bp	GO_PHOSPHOLIPID_HOMEOSTASIS	10	7	9.793840496990071e-08	1.4396945530575405e-05	ANGPTL3:GPAM:APOA1:CETP:LIPG:HNF4A:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PHOSPHOLIPID_HOMEOSTASIS
GO_bp	GO_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	19	9	1.411956632420393e-07	2.0348786761352724e-05	LDLRAP1:PCSK9:APOC3:CSK:LIPG:APOC1:APOC2:FGF21:MYLIP	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE
GO_bp	GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY	31	11	2.0735114819894636e-07	2.930828729350492e-05	APOA5:APOA4:APOC3:APOA1:APOE:APOC1:APOC4:APOC2:APOB:MTTP:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY
GO_bp	GO_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING	112	21	2.318339124854823e-07	3.215055201449613e-05	TP53:PUM2:PPARG:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H4H:HIST1H3H:HIST1H4J:HIST1H4K:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING
GO_bp	GO_SECONDARY_ALCOHOL_METABOLIC_PROCESS	85	18	2.5116719804712017e-07	3.4186646400858025e-05	LDLRAP1:PCSK9:ANGPTL3:ERLIN1:APOA4:APOA1:LIMA1:LIPC:CETP:ACADVL:LDLR:APOE:APOC1:SULT2B1:APOB:PPARD:VLDLR:ABCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SECONDARY_ALCOHOL_METABOLIC_PROCESS
