Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_T_CELL_ACTIVATION	443	41	4.295541003357187e-12	2.870202397697757e-09	IL23R:RORC:LY9:FCGR2B:IL10:MAP3K8:ZMIZ1:NKX2-3:IFNG:PTPN11:ZFP36L1:SMAD3:SOCS1:IL27:LAT:NOD2:CYLD:CCL2:ERBB2:KAT2A:STAT5B:STAT3:PTPN2:STK11:ICAM1:ZFP36L2:IL18R1:ICOSLG:RHOA:FOXP1:IL2:IL21:PTGER4:IRF1:NDFIP1:IL12B:CCND3:PRDM1:FYN:CCR6:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_ACTIVATION
GO_bp	GO_INFLAMMATORY_RESPONSE	675	52	6.367245527070182e-12	3.885778654913581e-09	PARK7:PLA2G2E:IL23R:GBA:ASH1L:FCGR2B:MAPKAPK2:IL10:IL20:ETS1:LRRK2:SMAD3:IL27:NUPR1:LAT:ADCY7:NOD2:CYLD:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:STAT5B:STAT3:PTPN2:GPX4:SBNO2:ICAM1:REL:IL1R2:IL1R1:IL1RL1:IL18R1:IL18RAP:CXCR2:GPX1:HYAL2:TUSC2:FOXP1:IL2:IL21:OSMR:PTGER4:IL5:NDFIP1:IRGM:IL12B:CCR6:JAK2:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INFLAMMATORY_RESPONSE
GO_bp	GO_CELL_ACTIVATION	1315	79	6.872805784200892e-12	3.885778654913581e-09	IL23R:CTSS:RORC:GON4L:LY9:CD244:FCGR2A:HSPA6:FCGR2B:FCGR3B:IL10:PIGR:MAP3K8:ZMIZ1:TSPAN14:HHEX:NKX2-3:PRG3:LRRK2:IFNG:PTPN11:ZFP36L1:SMAD3:SOCS1:PRKCB:IL27:CD19:LAT:NOD2:CYLD:PLCG2:CCL2:ERBB2:IKZF3:ORMDL3:PSMD3:KAT2A:RAB5C:STAT5B:STAT3:ATP6V0A1:PTPN2:SBNO2:STK11:ICAM1:ZFP36L2:IL1RL1:IL18R1:IL18RAP:ITGA4:ITGAV:CXCR2:CXCR1:TMBIM1:DGKD:ICOSLG:SYNGR1:IMPDH2:RHOA:APEH:HYAL2:TUSC2:FOXP1:IL2:IL21:PTGER4:FNIP1:CSF2:IRF1:IL5:NDFIP1:IL12B:CCND3:PRDM1:FYN:RNASET2:CCR6:JAK2:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_ACTIVATION
GO_bp	GO_REGULATION_OF_IMMUNE_RESPONSE	923	62	1.870380112802092e-11	9.819495592210982e-09	PARK7:IL23R:CTSS:CTSK:MUC1:FCGR2A:FCGR3A:FCGR2B:DENND1B:C1orf106:MAPKAPK2:IL10:PIGR:MUC19:IFNG:TRAFD1:PTPN11:SMAD3:SOCS1:PRKCB:IL27:CD19:LAT:ADCY7:NOD2:CYLD:PLCG2:PSMD3:DHX58:STAT5B:PTPN2:STK11:ICAM1:ICAM4:ICAM5:ICAM3:CDC37:IL1R1:IL1RL1:IL18R1:IL18RAP:ITGA4:ARPC2:LIME1:IFNGR2:ICOSLG:TAB1:NCKIPSD:GPX1:FOXP1:IL2:IL21:C7:C6:IRF1:NDFIP1:IRGM:IL12B:FYN:CUL1:JAK2:CARD9	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_IMMUNE_RESPONSE
GO_bp	GO_IMMUNE_SYSTEM_DEVELOPMENT	941	62	4.168340893513572e-11	2.0424870378216504e-08	WDR78:IL23R:ARNT:RORC:EFNA4:GON4L:LY9:FCGR2B:DYRK3:IL10:IL20:ZMIZ1:HHEX:NKX2-3:ETS1:IFNG:SH2B3:PTPN11:ZFP36L1:SMAD3:SOCS1:PRKCB:IL27:CD19:CYLD:PLCG2:ERBB2:IKZF3:PSMD3:CSF3:THRA:KAT2A:STAT5B:STAT3:PTPN2:SBNO2:STK11:ZFP36L2:IL18R1:ITGA4:ZBTB46:ARIH2:P4HTM:RHOA:TCTA:HYAL2:TUSC2:FOXP1:IL2:PTGER4:FNIP1:IL3:CSF2:IRF1:IL5:NDFIP1:IL12B:PRDM1:CCR6:JAK2:TNFSF8:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_IMMUNE_SYSTEM_DEVELOPMENT
GO_bp	GO_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	151	22	9.383347650952831e-11	4.3104753271564565e-08	IL23R:IL10:IL20:IFNG:IL26:PKD1:SOCS1:CCL2:STAT5B:STAT5A:STAT3:PTPN2:NF2:IL2:IL21:IL3:CSF2:IL5:IL12B:FYN:JAK2:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT
GO_bp	GO_T_CELL_DIFFERENTIATION	230	27	1.1388170417229522e-10	4.923708974508058e-08	IL23R:RORC:LY9:ZMIZ1:NKX2-3:IFNG:ZFP36L1:SOCS1:IL27:CYLD:ERBB2:KAT2A:STAT5B:STAT3:PTPN2:STK11:ZFP36L2:IL18R1:RHOA:FOXP1:IL2:PTGER4:IRF1:IL12B:PRDM1:CCR6:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_DIFFERENTIATION
GO_bp	GO_PROTEIN_PHOSPHORYLATION	1889	97	1.561901668814636e-10	6.377765147659764e-08	PARK7:ERRFI1:IL23R:IL12RB2:EFNA1:GBA:CLK2:ASH1L:ITLN1:FCGR2B:C1orf106:DYRK3:MAPKAPK2:IL20:MAP3K8:CCNY:HHEX:APLNR:TNKS1BP1:LRRK2:IFNG:IL26:BRAP:MAPKAPK5:PTPN11:NEK5:NEK3:ZFP36L1:TSC2:PKD1:SOCS1:PRKCB:SBK1:LAT:ADCY7:NOD2:CYLD:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:PPP1R1B:ERBB2:PSMD3:CSF3:STAT3:VPS25:CDK3:PTPN2:STK11:ICAM1:TYK2:CDC37:ADCY3:DNAJC27:ZFP36L2:ITGAV:ZGPAT:LIME1:NF2:TAB1:CELSR3:PRKAR2A:QARS:RHOA:DAG1:MST1:FAM212A:CAMKV:MST1R:GNAI2:HYAL2:IL2:IL21:PTGER4:PRKAA1:FNIP1:IL3:CSF2:IL5:RAD50:CAMK2A:IRGM:IL12B:RGS14:GCNT2:CCND3:FYN:FGFR1OP:CUL1:EZH2:JAK2:TNFSF15:CARD9:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_PHOSPHORYLATION
GO_bp	GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	421	37	2.1821654803169582e-10	8.441534884384023e-08	PARK7:IL23R:IL12RB2:ARNT:LY9:CD244:C1orf106:MAPKAPK2:IL10:PRG3:LRRK2:IFNG:IL26:PTPN11:SMAD3:IL27:NOD2:PLCG2:CCL1:DHX58:STAT5B:STAT3:IL1R1:IL1RL1:IL18R1:FERMT1:SETD2:HYAL2:TUSC2:IL2:IL21:PTGER4:CSF2:IRF1:IL12B:JAK2:CARD9	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
GO_bp	GO_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	86	16	8.852275354472872e-10	3.2532111927687806e-07	IL23R:IL10:IL20:IFNG:IL26:SOCS1:STAT3:IL2:IL21:IL3:CSF2:IL5:IL12B:FYN:JAK2:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT
GO_bp	GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1758	90	9.73000352410944e-10	3.405501233438304e-07	PARK7:ERRFI1:IL23R:ENSA:ARNT:EFNA1:MUC1:GBA:ASH1L:ITLN1:FCGR2B:C1orf106:MAPKAPK2:IL20:MAP3K8:CCNY:HHEX:APLNR:TNKS1BP1:LRRK2:IFNG:IL26:MAPKAPK5:PTPN11:NEK3:TSC2:PKD1:SOCS1:NUPR1:LAT:ADCY7:BRD7:NOD2:CYLD:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:PPP1R1B:ERBB2:CSF3:KAT2A:STAT3:VPS25:PTPN2:STK11:ICAM1:CDC37:ADCY3:DNAJC27:SAG:ZGPAT:LIME1:UBE2L3:NF2:TAB1:CELSR3:PRKAR2A:QARS:USP4:RHOA:DAG1:MST1:FAM212A:MST1R:GNAI2:HYAL2:IL2:IL21:PRKAA1:FNIP1:IL3:CSF2:IL5:RAD50:NDFIP1:IRGM:IL12B:RGS14:GCNT2:CCND3:FYN:FGFR1OP:EZH2:JAK2:TNFSF15:CARD9:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS
GO_bp	GO_ALPHA_BETA_T_CELL_DIFFERENTIATION	100	17	1.1390594020485314e-09	3.8054939113894116e-07	IL23R:RORC:LY9:NKX2-3:IFNG:SOCS1:IL27:STAT3:IL18R1:RHOA:FOXP1:IL2:PTGER4:IRF1:IL12B:PRDM1:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ALPHA_BETA_T_CELL_DIFFERENTIATION
GO_bp	GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1612	84	1.7169373580164506e-09	5.486734600617788e-07	PARK7:ERRFI1:IL23R:ENSA:EFNA1:GBA:ASH1L:ITLN1:FCGR2B:C1orf106:MAPKAPK2:IL20:MAP3K8:CCNY:HHEX:APLNR:TNKS1BP1:LRRK2:IFNG:IL26:MAPKAPK5:PTPN11:SMAD3:TSC2:PKD1:SOCS1:CD19:LAT:ADCY7:NOD2:CYLD:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:PPP1R1B:ERBB2:CSF3:STAT3:VPS25:PTPN2:STK11:ICAM1:CDC37:ADCY3:DNAJC27:SAG:ZGPAT:LIME1:NF2:MTMR3:TAB1:CELSR3:PRKAR2A:QARS:RHOA:DAG1:MST1:FAM212A:MST1R:GNAI2:HYAL2:IL2:IL21:PRKAA1:FNIP1:IL3:CSF2:IL5:RAD50:IRGM:IL12B:RGS14:GCNT2:CCND3:FYN:FGFR1OP:EZH2:JAK2:TNFSF15:CARD9:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
GO_bp	GO_ADAPTIVE_IMMUNE_RESPONSE	373	33	1.7941558362842648e-09	5.49460224862056e-07	IL23R:CTSS:RORC:LY9:CD244:FCGR2B:DENND1B:IL10:IFNG:PRKCB:IL27:CD19:LAT:ADCY7:STAT3:ICAM1:IL1R1:IL1RL1:IL18R1:IL18RAP:LIME1:ICOSLG:IL2:C7:C6:ERAP2:IRF1:NDFIP1:IL12B:PRDM1:FYN:CCR6:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ADAPTIVE_IMMUNE_RESPONSE
GO_bp	GO_REGULATION_OF_INFLAMMATORY_RESPONSE	318	30	2.2329610926501115e-09	6.475027586833666e-07	PARK7:GBA:ASH1L:FCGR2B:IL10:IL20:ETS1:LRRK2:SMAD3:ADCY7:NOD2:CYLD:CCL1:STAT5B:PTPN2:GPX4:SBNO2:IL1R2:IL1R1:IL1RL1:GPX1:HYAL2:FOXP1:IL2:IL21:OSMR:PTGER4:NDFIP1:IL12B:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_INFLAMMATORY_RESPONSE
GO_bp	GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1567	82	2.290485949084018e-09	6.475027586833666e-07	PARK7:IL23R:ARNT:EFNA3:EFNA3:EFNA1:MUC1:GBA:ITLN1:FCGR2B:C1orf106:MAPKAPK2:IL20:MAP3K8:CCNY:APLNR:TNKS1BP1:PRG3:LRRK2:IFNG:IL26:MAPKAPK5:PTPN11:NEK5:SMAD3:ST20:PKD1:SOCS1:TNP2:IL27:NUPR1:EIF3C:LAT:ADCY7:BRD7:NOD2:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:ERBB2:CSF3:KAT2A:STAT5B:STAT3:CTIF:STK11:ICAM1:KEAP1:ADCY3:DNAJC27:BOK:UBE2L3:TAB1:PRKAR2A:ARIH2:RHOA:DAG1:MST1R:GNAI2:IL2:IL21:PRKAA1:FNIP1:IL3:CSF2:IRF1:IL5:RAD50:NDFIP1:IRGM:IL12B:GCNT2:CCND3:FYN:SMURF1:EZH2:JAK2:TNFSF15:CARD9:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS
GO_bp	GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1042	62	2.4316223377445866e-09	6.619416363860264e-07	PARK7:IL23R:EFNA1:GBA:ITLN1:FCGR2B:C1orf106:MAPKAPK2:IL20:MAP3K8:CCNY:APLNR:TNKS1BP1:LRRK2:IFNG:IL26:MAPKAPK5:PTPN11:SMAD3:PKD1:SOCS1:CD19:LAT:ADCY7:NOD2:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:ERBB2:CSF3:STAT3:STK11:ICAM1:ADCY3:DNAJC27:TAB1:PRKAR2A:RHOA:DAG1:MST1R:GNAI2:IL2:IL21:PRKAA1:FNIP1:IL3:CSF2:IL5:RAD50:IRGM:IL12B:GCNT2:CCND3:FYN:EZH2:JAK2:TNFSF15:CARD9:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
GO_bp	GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1177	67	3.128633433788252e-09	8.212662763694161e-07	PARK7:IL23R:ARNT:EFNA1:MUC1:GBA:ITLN1:FCGR2B:C1orf106:MAPKAPK2:IL20:MAP3K8:CCNY:APLNR:TNKS1BP1:LRRK2:IFNG:IL26:MAPKAPK5:PTPN11:PKD1:SOCS1:NUPR1:LAT:ADCY7:BRD7:NOD2:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:ERBB2:CSF3:KAT2A:STAT3:STK11:ICAM1:ADCY3:DNAJC27:UBE2L3:TAB1:PRKAR2A:RHOA:DAG1:MST1R:GNAI2:IL2:IL21:PRKAA1:FNIP1:IL3:CSF2:IL5:RAD50:NDFIP1:IRGM:IL12B:GCNT2:CCND3:FYN:EZH2:JAK2:TNFSF15:CARD9:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS
GO_bp	GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1665	85	3.5781692716036506e-09	9.068808326305803e-07	PARK7:MACF1:IL23R:IL12RB2:ARNT:GBA:LY9:CD244:C1orf106:MAPKAPK2:IL10:IL20:DIEXF:ZNF365:ZMIZ1:APLNR:P2RX3:PRG3:ETS1:LRRK2:IFNG:IL26:PTPN11:ZFP36L1:SMAD3:SOCS1:PRKCB:IL27:ATP2A1:NOD2:CYLD:PLCG2:CCL11:CCL1:NEUROD2:CSF3:THRA:DHX58:KAT2A:STAT5B:STAT5A:STAT3:FAM134C:RAMP2:STK11:ICAM1:NCOA1:IL1R1:IL1RL1:IL18R1:CXCR2:AAMP:TMBIM1:FERMT1:ZBTB46:SETD2:NCKIPSD:RHOA:DAG1:MST1:AMIGO3:GNAI2:HYAL2:TUSC2:CACNA2D2:FOXP1:IL2:IL21:PTGER4:PRKAA1:C6:CSF2:SLC22A5:IRF1:IL5:IL12B:RGS14:GCNT2:FYN:CCR6:SMURF1:EZH2:JAK2:CARD9:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS
GO_bp	GO_POSITIVE_REGULATION_OF_SIGNALING	1759	88	4.76279761467096e-09	1.166885415594385e-06	PARK7:MACF1:MIER1:IL23R:MCL1:ARNT:EFNA1:GBA:RUSC1:FCGR2B:C1orf106:MAPKAPK2:IL10:IL19:IL20:MAP3K8:ZMIZ1:TSPAN14:HHEX:FAM53B:P2RX3:LRRK2:IFNG:IL26:SH2B3:MAPKAPK5:PTPN11:GPR65:SMAD3:SOCS1:PRKCB:SH2B1:CD19:LAT:NKD1:NOD2:CYLD:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:NEUROD2:ERBB2:GRB7:PSMD3:CSF3:DHX58:STAT3:PTPN2:STK11:ICAM1:DNAJC27:REL:USP34:IL1R1:IL18R1:ZSWIM2:CAPN10:GPR35:BOK:FERMT1:TAB1:GPX1:RHOA:MST1R:GNAI2:HYAL2:FOXP1:IL2:IL21:PRKAA1:IL3:CSF2:IL5:NDFIP1:IRGM:IL12B:RGS14:GCNT2:TRAF3IP2:FYN:EZH2:JAK2:TNFSF15:CARD9:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_SIGNALING
GO_bp	GO_INNATE_IMMUNE_RESPONSE	851	53	8.536902009929616e-09	2.0240719281607318e-06	IL23R:CTSS:CTSK:ADAM15:MUC1:LY9:CD244:FCGR2B:C1orf106:MAPKAPK2:IRF6:MUC19:IFNG:TRAFD1:PTPN11:SOCS1:IL27:NOD2:CYLD:PLCG2:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:PSMD3:DHX58:STAT5B:PTPN2:ICAM1:ICAM3:TYK2:CDC37:IL18RAP:IFNGR2:TAB1:SETD2:SLC26A6:IP6K2:MST1R:IL21:C7:C6:IRF1:CAMK2A:IRGM:IL12B:PRDM1:FYN:CUL1:JAK2:CARD9	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INNATE_IMMUNE_RESPONSE
